"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-2206291",4,0,1,1,0,1,0,2,0,2,2,0,2,0
"R-HSA-2206292",4,1,1,1,1,1,0,3,3,3,3,3,3,0
"R-HSA-2206296",5,1,1,1,0,1,0,2,2,2,2,0,2,0
"R-HSA-2206302",5,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-2206305",3,1,1,1,0,1,0,1,1,1,1,0,1,0
"R-HSA-2206307",4,0,1,1,0,1,0,2,0,2,2,0,2,0
"R-HSA-2206308",4,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-2214320",15,12,13,8,2,3,0,4,4,4,4,2,2,0
"R-HSA-2219528",124,65,66,58,19,20,8,21,17,17,14,8,11,5
"R-HSA-2219530",96,44,45,40,9,8,0,2,2,2,2,1,1,0
"R-HSA-2243919",24,18,18,15,3,5,0,13,9,9,9,2,4,0
"R-HSA-2262752",952,543,556,495,311,356,236,381,285,284,273,214,231,159
"R-HSA-2299718",55,21,21,10,10,9,5,10,10,10,10,10,10,10
"R-HSA-2393930",41,4,4,4,1,0,1,17,6,6,6,1,0,1
"R-HSA-2395516",10,3,3,3,2,3,2,2,2,2,2,2,2,2
"R-HSA-2404192",73,36,38,35,11,9,3,19,19,19,15,9,10,3
"R-HSA-2408499",12,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-2408508",39,7,7,7,5,4,4,10,8,8,8,7,6,6
"R-HSA-2408522",180,89,90,80,79,78,75,33,15,16,13,10,9,8
"R-HSA-2408550",22,2,2,1,0,0,0,7,3,3,2,0,0,0
"R-HSA-2408552",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2408557",112,80,81,72,74,74,71,7,2,3,3,3,3,2
"R-HSA-2424491",36,22,22,16,4,5,0,17,17,17,15,15,13,0
"R-HSA-2426168",71,30,32,27,14,17,14,42,39,39,38,25,25,14
"R-HSA-2428924",72,35,37,34,11,9,3,17,17,17,13,9,10,3
"R-HSA-2428928",69,35,37,34,11,9,3,12,12,12,10,7,8,3
"R-HSA-2428933",16,4,4,3,1,1,0,5,5,5,3,2,2,0
"R-HSA-2453864",31,10,10,11,4,4,0,16,8,8,10,3,4,0
"R-HSA-2453902",57,20,21,18,8,7,1,25,17,17,17,8,9,1
"R-HSA-2454202",235,129,130,110,59,65,44,65,59,59,52,43,43,15
"R-HSA-2465910",12,7,7,7,2,3,1,4,4,4,4,2,3,1
"R-HSA-2466712",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-2467813",195,161,164,147,83,89,69,8,8,8,8,8,6,8
"R-HSA-2468052",13,11,11,10,7,8,6,4,4,4,4,4,4,4
"R-HSA-2470946",10,10,10,9,8,9,5,2,2,2,2,2,2,2
"R-HSA-2473224",4,3,3,3,0,1,0,2,2,2,2,0,2,0
"R-HSA-2474795",31,10,10,11,4,4,0,17,9,9,11,4,4,0
"R-HSA-2485179",20,8,8,8,3,4,0,8,7,7,7,3,5,0
"R-HSA-2500257",134,100,105,91,36,39,24,8,8,8,8,8,8,8
"R-HSA-2514853",15,9,10,10,8,8,7,4,4,4,4,4,4,4
"R-HSA-2514856",59,29,29,29,12,16,6,27,26,26,25,12,17,5
"R-HSA-2514859",54,28,28,28,11,15,6,19,19,19,18,9,12,5
"R-HSA-2534343",12,1,10,7,2,0,0,2,1,2,2,2,0,0
"R-HSA-2555396",250,195,200,180,112,118,92,33,32,32,32,32,30,27
"R-HSA-2559580",114,62,62,48,26,26,13,40,35,35,33,29,30,15
"R-HSA-2559582",91,43,44,33,20,22,20,22,17,17,14,10,14,11
"R-HSA-2559583",200,116,117,103,47,54,37,90,76,76,71,55,61,42
"R-HSA-2559584",17,12,12,12,0,3,4,2,2,2,2,0,1,2
"R-HSA-2559585",42,21,20,20,7,8,2,19,14,14,14,9,9,4
"R-HSA-2559586",71,37,38,28,9,10,14,18,16,16,16,11,12,14
"R-HSA-2562578",10,3,4,2,0,1,0,3,2,3,2,0,2,0
"R-HSA-2564830",23,5,5,4,4,3,3,3,2,2,2,2,2,2
"R-HSA-2565942",92,68,72,61,17,22,9,12,9,9,9,8,9,7
"R-HSA-2586552",13,7,7,4,1,0,0,19,15,15,15,2,0,0
"R-HSA-2644602",68,32,41,34,18,22,7,21,20,20,17,16,16,13
"R-HSA-2644603",68,32,41,34,18,22,7,39,38,38,26,22,22,14
"R-HSA-2644605",6,3,4,3,3,3,2,1,1,1,1,1,1,1
"R-HSA-2644606",68,32,41,34,18,22,7,21,20,20,17,16,16,13
"R-HSA-2644607",6,3,4,3,3,3,2,1,1,1,1,1,1,1
"R-HSA-264642",26,15,15,13,12,8,2,6,5,5,5,5,5,3
"R-HSA-264870",12,12,12,10,6,6,1,10,10,10,10,8,9,1
"R-HSA-264876",30,19,19,19,14,11,10,16,11,11,11,6,4,3
"R-HSA-2660825",8,6,6,3,1,1,0,5,5,5,2,1,1,0
"R-HSA-2660826",8,6,6,3,1,1,0,5,5,5,2,1,1,0
"R-HSA-2672351",119,90,91,63,39,28,4,28,24,25,19,16,16,4
"R-HSA-2682334",102,80,80,73,36,35,18,56,54,54,54,43,43,14
"R-HSA-2691230",16,9,8,5,2,3,0,6,6,6,3,2,2,0
"R-HSA-2691232",16,9,8,5,2,3,0,6,6,6,3,2,2,0
"R-HSA-2730905",107,31,32,23,4,3,1,7,7,7,5,7,6,1
"R-HSA-2855086",12,2,3,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-2871796",124,42,43,32,10,8,5,20,19,19,15,17,16,7
"R-HSA-2871809",129,44,45,33,7,11,2,11,11,11,10,10,11,3
"R-HSA-2871837",175,89,90,77,44,48,37,19,15,15,15,7,10,4
"R-HSA-2892245",10,1,1,1,1,1,0,7,6,6,6,6,6,0
"R-HSA-2892247",21,4,4,3,2,2,0,16,16,16,16,16,16,0
"R-HSA-2894858",68,32,41,34,18,22,7,21,20,20,17,16,16,13
"R-HSA-2894862",68,32,41,34,18,22,7,21,20,20,17,16,16,13
"R-HSA-2978092",6,1,1,1,1,1,1,1,1,1,1,1,1,1
"R-HSA-2979096",23,15,14,10,7,7,0,11,9,9,6,4,4,0
"R-HSA-2980736",127,69,70,63,25,26,11,63,57,57,55,21,21,4
"R-HSA-2980766",65,36,38,33,26,29,18,13,9,9,9,8,8,4
"R-HSA-2980767",9,2,3,2,2,1,0,4,1,1,1,1,1,0
"R-HSA-2990846",192,143,147,135,62,78,52,140,140,140,140,140,138,140
"R-HSA-2995383",27,10,12,10,6,6,3,7,7,7,7,7,7,3
"R-HSA-2995410",88,54,56,49,40,41,31,24,24,24,24,24,24,19
"R-HSA-3000157",31,25,27,18,6,6,0,15,15,15,15,13,13,0
"R-HSA-3000170",29,21,22,22,6,9,1,15,14,14,14,6,8,1
"R-HSA-3000171",61,50,52,44,12,16,1,22,21,21,21,12,13,1
"R-HSA-3000178",79,58,64,53,12,12,0,23,23,23,22,10,10,0
"R-HSA-3000471",21,1,1,1,0,0,0,5,2,2,2,0,0,0
"R-HSA-3000480",49,11,11,10,3,2,0,10,8,8,8,4,2,0
"R-HSA-3000484",16,3,3,3,2,2,1,2,2,2,2,2,2,2
"R-HSA-3000497",15,2,3,3,0,0,0,4,2,4,4,0,0,0
"R-HSA-3065676",8,5,5,5,3,1,3,3,3,3,3,3,1,3
"R-HSA-3065678",7,5,5,5,3,2,3,3,3,3,3,3,3,3
"R-HSA-3065679",6,5,5,5,3,1,2,3,3,3,3,3,3,3
"R-HSA-3108214",81,60,63,55,34,41,30,24,24,24,24,24,24,24
"R-HSA-3108232",183,135,139,127,57,77,48,131,131,131,131,131,131,131
"R-HSA-3134963",7,4,4,4,2,4,0,5,5,5,5,5,5,0
"R-HSA-3134973",7,3,3,3,2,2,0,5,3,3,3,3,3,0
"R-HSA-3134975",21,9,9,6,3,3,0,9,7,7,7,5,6,0
"R-HSA-3214815",63,36,39,27,11,15,10,5,5,5,5,5,5,5
"R-HSA-3214841",49,40,43,34,17,21,14,22,22,22,22,14,13,14
"R-HSA-3214842",31,17,23,17,9,3,7,17,17,17,17,15,6,10
"R-HSA-3214847",110,51,54,36,17,24,18,15,15,15,9,13,9,13
"R-HSA-3214858",53,36,37,30,19,21,16,22,21,21,21,11,21,12
"R-HSA-3215018",13,10,10,10,6,3,5,9,9,9,9,9,7,9
"R-HSA-3229121",22,8,7,8,5,2,3,10,7,7,7,4,2,3
"R-HSA-3229133",3,1,1,1,1,0,0,1,1,1,1,1,0,0
"R-HSA-3232118",20,13,13,13,3,4,5,11,11,11,11,11,11,11
"R-HSA-3232142",43,30,31,28,21,26,20,3,3,3,3,3,3,3
"R-HSA-3238698",28,24,25,25,10,13,4,12,12,12,12,12,12,3
"R-HSA-3247509",256,166,181,139,63,78,55,85,84,84,78,60,56,56
"R-HSA-3248023",7,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-3249367",5,3,3,3,0,1,0,6,6,6,6,0,2,0
"R-HSA-3270619",19,10,10,8,4,5,3,5,5,5,5,1,3,1
"R-HSA-3274531",3,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-3282872",3,1,1,1,0,1,0,1,1,1,1,0,1,0
"R-HSA-3295583",30,25,25,21,10,5,1,4,4,4,3,1,2,1
"R-HSA-3296197",7,2,2,1,0,0,0,3,2,2,1,0,0,0
"R-HSA-3296469",31,13,11,11,8,3,0,15,15,15,12,11,4,0
"R-HSA-3296482",42,20,18,17,14,7,3,21,21,21,18,15,9,4
"R-HSA-3299685",69,31,31,28,15,13,6,34,27,27,26,23,20,12
"R-HSA-3301854",42,25,27,25,21,24,17,2,2,2,2,2,2,2
"R-HSA-3304347",3,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-3304349",8,4,4,4,3,1,0,2,2,2,2,2,1,0
"R-HSA-3304351",9,5,5,5,4,2,1,7,7,7,7,7,3,1
"R-HSA-3304356",7,3,3,3,2,0,0,1,1,1,1,1,0,0
"R-HSA-3311021",3,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-3315487",3,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-3322077",26,10,9,11,8,4,8,24,12,12,19,16,6,19
"R-HSA-3323169",12,7,7,6,6,4,3,6,6,6,6,4,5,4
"R-HSA-3359454",2,1,1,1,0,1,0,1,1,1,1,0,1,0
"R-HSA-3359457",2,1,1,0,0,0,0,1,1,1,0,0,0,0
"R-HSA-3359462",4,3,1,0,1,2,0,1,1,1,0,1,1,0
"R-HSA-3359463",4,3,1,0,1,2,0,1,1,1,0,1,1,0
"R-HSA-3359467",9,2,2,2,2,0,0,1,1,1,1,1,0,0
"R-HSA-3359469",9,2,2,2,2,0,0,2,2,2,2,2,0,0
"R-HSA-3359471",3,1,1,1,1,0,0,1,1,1,1,1,0,0
"R-HSA-3359473",3,2,2,2,2,0,0,1,1,1,1,1,0,0
"R-HSA-3359474",5,1,1,1,1,0,0,2,2,2,2,2,0,0
"R-HSA-3359475",3,2,2,2,2,0,0,1,1,1,1,1,0,0
"R-HSA-3359478",4,2,2,2,2,0,0,1,1,1,1,1,0,0
"R-HSA-3359485",3,1,1,2,0,1,0,1,1,1,1,0,1,0
"R-HSA-3371378",11,7,7,5,0,1,0,4,4,4,4,0,4,0
"R-HSA-3371453",113,54,56,52,36,42,23,14,13,13,13,12,12,11
"R-HSA-3371497",72,45,45,33,24,28,14,16,16,16,16,16,16,16
"R-HSA-3371511",43,7,8,8,5,7,5,7,5,5,5,4,5,4
"R-HSA-3371556",135,66,69,65,46,53,30,29,26,26,26,24,25,22
"R-HSA-3371568",47,10,10,8,5,8,5,5,5,5,5,5,5,4
"R-HSA-3371571",59,16,16,14,10,13,8,8,8,8,8,8,8,7
"R-HSA-3371598",2,1,1,1,0,1,0,2,2,2,2,0,2,0
"R-HSA-3371599",10,6,6,5,6,3,3,4,4,4,4,4,3,4
"R-HSA-349425",54,48,47,45,39,40,34,5,3,3,3,3,3,2
"R-HSA-350054",28,15,22,19,6,10,5,2,2,2,2,2,2,2
"R-HSA-350562",51,50,50,48,39,41,34,4,4,4,4,4,4,4
"R-HSA-350864",9,3,3,2,0,0,0,2,2,2,1,0,0,0
"R-HSA-351143",8,2,2,1,0,0,0,2,2,2,1,0,0,0
"R-HSA-351200",16,2,2,2,2,2,1,7,4,4,4,4,4,2
"R-HSA-351202",80,57,57,54,43,46,37,17,14,14,13,11,12,9
"R-HSA-351906",11,11,11,8,3,2,0,10,10,10,10,10,10,0
"R-HSA-352230",69,32,32,29,6,13,3,36,34,34,31,6,12,2
"R-HSA-352238",3,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-354192",39,20,21,18,9,11,2,24,24,24,24,24,24,24
"R-HSA-354194",20,9,10,8,4,5,1,2,2,2,2,2,2,2
"R-HSA-3560782",55,22,23,23,6,10,0,29,29,29,29,10,23,0
"R-HSA-3560783",21,5,5,5,1,2,0,1,1,1,1,1,1,0
"R-HSA-3560792",3,1,1,1,1,0,0,1,1,1,1,1,0,0
"R-HSA-3560796",4,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-3560801",22,5,5,5,1,2,0,1,1,1,1,1,1,0
"R-HSA-3595172",9,2,2,2,0,1,0,1,1,1,1,0,1,0
"R-HSA-3595174",9,2,2,2,0,0,0,1,1,1,1,0,0,0
"R-HSA-3595177",10,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-3642278",4,2,2,2,1,0,0,2,2,2,2,2,0,0
"R-HSA-3642279",2,2,2,2,1,0,0,1,1,1,1,1,0,0
"R-HSA-3645790",4,2,2,2,1,0,0,1,1,1,1,1,0,0
"R-HSA-3656225",9,5,5,5,0,1,0,1,1,1,1,0,1,0
"R-HSA-3656234",4,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-3656237",16,5,5,5,0,3,0,4,4,4,4,0,4,0
"R-HSA-3656243",9,6,6,6,0,1,0,1,1,1,1,0,1,0
"R-HSA-3656244",9,5,6,6,1,1,0,3,3,3,3,3,3,0
"R-HSA-3656248",4,1,1,1,1,1,0,3,3,3,3,3,3,0
"R-HSA-3656253",16,5,5,5,0,3,0,4,4,4,4,0,4,0
"R-HSA-3656532",6,3,3,3,2,0,0,1,1,1,1,1,0,0
"R-HSA-3656534",7,4,4,4,3,1,1,2,2,2,2,2,1,1
"R-HSA-3656535",4,3,3,3,2,1,1,1,1,1,1,1,1,1
"R-HSA-3700989",487,289,295,278,139,183,109,259,175,180,175,89,119,63
"R-HSA-372708",22,10,11,10,4,6,1,3,3,3,3,3,3,3
"R-HSA-372790",865,588,613,521,128,129,19,355,345,346,324,179,188,83
"R-HSA-373076",412,288,297,257,39,37,1,160,154,155,140,34,39,1
"R-HSA-373080",99,72,75,67,13,14,1,20,20,20,18,5,5,1
"R-HSA-373752",59,28,30,28,17,13,2,37,31,32,32,28,31,3
"R-HSA-373753",25,21,21,20,7,6,0,13,13,13,13,13,13,0
"R-HSA-373755",71,53,54,45,20,19,8,41,40,40,37,24,32,16
"R-HSA-373756",2,1,2,2,0,0,0,2,1,2,2,0,0,0
"R-HSA-373760",130,82,83,69,29,30,13,54,44,44,44,31,30,17
"R-HSA-375165",70,42,45,39,11,10,1,23,23,23,23,22,22,1
"R-HSA-375276",203,167,174,143,19,16,0,77,74,75,71,19,18,0
"R-HSA-375280",51,41,42,40,13,13,0,22,22,22,20,9,14,0
"R-HSA-375281",13,11,11,12,4,4,0,5,5,5,5,3,3,0
"R-HSA-376172",15,8,8,7,5,5,1,6,6,6,6,3,6,1
"R-HSA-376176",235,181,186,169,138,143,121,60,33,41,47,34,45,10
"R-HSA-3769402",44,28,30,27,15,19,3,14,14,14,14,13,14,3
"R-HSA-3772470",15,7,7,2,1,1,0,5,4,4,2,1,1,0
"R-HSA-3781860",39,9,13,13,13,12,8,23,13,16,16,16,15,9
"R-HSA-3781865",202,78,84,72,37,46,15,77,66,69,69,40,55,15
"R-HSA-3785653",11,2,1,1,1,1,0,2,1,1,1,1,1,0
"R-HSA-379397",13,3,3,2,0,0,0,4,4,4,3,0,0,0
"R-HSA-379398",12,2,2,1,0,0,0,2,2,2,1,0,0,0
"R-HSA-379401",17,4,4,3,1,1,0,7,7,7,5,1,1,0
"R-HSA-379716",50,1,1,1,0,0,0,21,1,1,1,0,0,0
"R-HSA-379724",68,2,2,2,1,1,1,42,2,2,2,1,1,1
"R-HSA-379726",47,1,1,1,1,1,1,21,1,1,1,1,1,1
"R-HSA-380095",5,5,5,5,1,0,0,3,3,3,3,1,0,0
"R-HSA-380108",57,46,46,35,1,0,0,19,19,19,15,2,0,0
"R-HSA-380259",71,56,60,50,9,14,7,2,2,2,2,2,2,2
"R-HSA-380270",81,66,70,59,9,14,7,3,3,3,3,3,3,3
"R-HSA-380284",71,56,60,50,9,14,7,3,3,3,3,3,3,3
"R-HSA-380287",83,66,70,59,9,14,7,6,6,6,6,6,6,6
"R-HSA-380320",97,75,79,63,12,17,8,2,2,2,2,2,2,2
"R-HSA-380612",13,2,2,1,0,0,0,2,2,2,1,0,0,0
"R-HSA-380615",16,3,3,2,1,1,0,3,3,3,2,1,1,0
"R-HSA-380972",36,27,28,22,16,18,12,7,7,7,7,7,7,7
"R-HSA-380994",34,16,16,17,13,11,12,7,5,5,5,3,2,2
"R-HSA-381033",17,5,5,5,5,5,0,10,9,9,9,9,9,0
"R-HSA-381038",95,19,18,16,13,14,8,47,19,18,16,13,14,8
"R-HSA-381042",42,20,20,21,17,15,15,11,8,8,8,6,5,4
"R-HSA-381070",101,21,20,18,15,16,9,53,22,21,19,16,17,11
"R-HSA-381119",155,46,45,44,35,33,24,94,50,49,47,38,35,15
"R-HSA-381183",15,4,4,4,4,4,0,5,5,5,5,5,5,0
"R-HSA-381340",109,24,48,42,8,14,3,18,14,14,14,12,13,5
"R-HSA-381426",127,111,114,95,34,38,3,14,14,14,14,9,1,1
"R-HSA-3814836",4,1,1,1,0,0,1,1,1,1,1,0,0,1
"R-HSA-381676",50,38,39,37,13,17,4,11,11,11,11,10,10,7
"R-HSA-381753",117,49,53,8,3,5,0,9,9,9,9,7,5,0
"R-HSA-381771",44,18,18,15,2,3,0,7,7,7,7,2,2,0
"R-HSA-382551",961,651,664,554,303,293,125,443,406,409,369,232,230,99
"R-HSA-382556",122,95,94,85,63,66,46,27,27,27,23,15,17,12
"R-HSA-3828062",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-383280",86,30,30,29,1,10,0,2,2,2,2,2,2,0
"R-HSA-3858494",166,128,129,121,67,76,42,51,47,47,46,44,43,15
"R-HSA-3858516",4,0,0,2,2,0,1,1,0,0,1,1,0,1
"R-HSA-3878781",4,1,1,3,3,0,2,1,1,1,1,1,0,1
"R-HSA-388396",786,540,564,478,118,121,18,168,164,164,159,138,142,81
"R-HSA-388479",6,5,6,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-388841",97,53,53,43,16,16,12,35,35,35,32,20,21,13
"R-HSA-388844",20,17,18,16,4,4,0,6,6,6,6,5,5,0
"R-HSA-389356",39,27,27,25,12,12,11,19,19,19,19,11,12,9
"R-HSA-389357",26,21,21,20,9,8,9,9,9,9,9,7,7,7
"R-HSA-389359",17,8,8,7,3,3,2,6,6,6,6,4,4,2
"R-HSA-389397",8,8,8,6,1,1,0,4,4,4,4,1,1,0
"R-HSA-389513",25,15,15,13,4,3,2,5,5,5,5,4,4,4
"R-HSA-389542",9,1,1,1,1,1,1,3,2,2,2,2,2,2
"R-HSA-389599",31,5,5,4,2,2,2,8,6,6,4,2,2,2
"R-HSA-389661",72,30,29,29,21,25,16,23,18,18,18,12,15,12
"R-HSA-389887",31,8,8,7,7,6,3,11,9,9,9,9,8,4
"R-HSA-3899300",44,36,36,34,6,18,6,27,27,27,27,27,27,27
"R-HSA-389948",45,17,17,10,2,2,0,5,5,5,3,3,3,0
"R-HSA-389957",29,17,17,13,13,12,9,2,2,2,2,2,2,2
"R-HSA-389958",37,20,20,15,14,13,10,6,6,6,6,6,6,6
"R-HSA-389960",30,19,19,14,13,12,10,2,2,2,2,2,2,2
"R-HSA-389977",25,11,11,8,6,5,2,9,9,9,9,9,9,9
"R-HSA-390247",38,8,8,7,5,2,5,12,8,8,8,6,3,6
"R-HSA-390450",13,10,10,8,9,9,8,2,2,2,2,2,2,2
"R-HSA-390466",96,68,71,63,36,36,23,19,19,19,19,19,19,19
"R-HSA-390471",40,32,32,28,20,20,17,2,2,2,2,2,2,2
"R-HSA-390522",40,31,34,30,2,2,0,4,4,4,4,4,4,0
"R-HSA-390648",6,5,5,5,1,1,0,2,2,2,2,1,1,0
"R-HSA-390650",5,4,4,2,1,0,0,4,4,4,2,1,0,0
"R-HSA-390651",6,4,5,5,2,2,0,3,3,3,3,1,2,0
"R-HSA-390666",13,11,11,11,7,4,0,4,4,4,4,4,3,0
"R-HSA-390696",11,9,9,9,2,5,0,7,7,7,7,2,7,0
"R-HSA-3906995",78,29,31,19,9,11,0,9,8,8,8,6,5,0
"R-HSA-390918",90,24,24,21,16,11,9,35,27,27,25,20,15,13
"R-HSA-391160",18,10,11,5,1,1,0,10,9,10,4,1,1,0
"R-HSA-391251",102,69,72,64,37,37,23,28,28,28,28,28,28,28
"R-HSA-391903",25,14,14,12,0,1,0,14,13,13,10,0,1,0
"R-HSA-391906",9,5,5,4,0,0,0,5,5,5,3,0,0,0
"R-HSA-391908",14,9,9,7,0,1,0,8,8,8,6,0,1,0
"R-HSA-392023",5,3,3,3,1,1,0,1,1,1,1,1,1,0
"R-HSA-392154",35,17,17,14,2,3,2,7,5,5,5,1,2,2
"R-HSA-392170",26,20,21,19,4,5,1,4,4,4,4,3,3,3
"R-HSA-392451",29,23,24,22,7,7,4,4,4,4,4,3,3,4
"R-HSA-392499",2205,1562,1616,1377,769,870,431,798,687,695,672,524,557,419
"R-HSA-392517",24,13,13,11,6,5,2,7,7,7,7,7,7,5
"R-HSA-392518",41,30,31,28,6,8,2,19,18,18,17,14,14,13
"R-HSA-392851",24,17,18,17,5,6,1,4,4,4,4,3,3,3
"R-HSA-3928662",52,28,28,26,16,17,11,26,24,24,24,16,19,9
"R-HSA-3928663",33,18,19,19,5,5,3,4,4,4,4,4,4,2
"R-HSA-3928664",23,17,16,15,4,4,1,11,11,11,11,9,10,2
"R-HSA-3928665",55,43,43,37,16,13,5,9,9,9,9,9,8,1
"R-HSA-397014",213,161,171,149,45,34,5,42,40,40,37,27,30,4
"R-HSA-397795",39,29,30,27,9,10,5,15,15,15,15,14,14,14
"R-HSA-399710",7,4,4,4,2,3,0,5,5,5,5,5,5,0
"R-HSA-399719",37,21,21,22,7,10,2,4,4,4,4,4,4,3
"R-HSA-399721",39,21,21,22,7,10,2,9,9,9,9,9,9,3
"R-HSA-399954",19,11,11,10,2,3,3,6,5,5,5,4,5,4
"R-HSA-399955",20,13,13,13,5,4,1,8,8,8,8,6,5,2
"R-HSA-399956",18,15,15,15,6,4,1,5,5,5,5,5,5,1
"R-HSA-399997",20,10,10,9,1,3,1,7,7,7,7,4,6,4
"R-HSA-400042",32,26,27,26,6,10,1,6,6,6,6,4,4,4
"R-HSA-400206",177,49,73,61,16,22,7,44,44,44,44,42,43,43
"R-HSA-400253",105,30,31,28,13,16,6,59,26,25,26,14,21,18
"R-HSA-400451",28,10,10,9,3,2,3,7,6,6,6,5,4,5
"R-HSA-400508",48,20,20,17,2,3,0,14,14,14,14,2,2,0
"R-HSA-400511",22,11,11,10,0,0,0,7,7,7,7,0,0,0
"R-HSA-400685",31,17,18,16,6,8,4,13,13,13,13,6,13,9
"R-HSA-4043911",2,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-4043916",2,1,1,1,1,1,1,1,1,1,1,1,1,1
"R-HSA-4085001",60,33,33,29,4,6,0,21,16,16,16,4,7,0
"R-HSA-4085011",5,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-4085023",3,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-4085377",39,27,28,26,20,25,19,5,5,5,5,5,5,5
"R-HSA-4086398",81,52,54,49,20,22,3,27,23,23,22,22,21,8
"R-HSA-4086400",99,82,81,77,49,56,39,24,24,24,24,22,22,7
"R-HSA-4090294",40,20,20,18,3,12,2,25,25,25,25,25,25,25
"R-HSA-416476",284,190,192,171,46,40,5,35,35,35,35,30,29,20
"R-HSA-416482",86,69,73,63,21,23,3,15,15,15,15,14,13,7
"R-HSA-416550",15,5,5,5,1,1,2,6,6,6,6,1,6,4
"R-HSA-416572",25,16,17,15,5,8,4,7,7,7,7,5,7,5
"R-HSA-416700",19,16,16,10,3,3,0,9,9,9,6,3,4,0
"R-HSA-416993",23,13,13,13,4,6,2,3,3,3,3,3,3,3
"R-HSA-417957",18,11,11,10,0,0,0,13,12,12,11,0,0,0
"R-HSA-417973",5,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-418038",23,15,15,14,0,0,0,15,14,14,13,0,0,0
"R-HSA-418217",23,18,19,17,4,6,1,2,2,2,2,2,2,2
"R-HSA-418346",118,71,75,65,20,18,5,30,28,28,27,14,14,7
"R-HSA-418359",15,9,12,9,5,3,1,3,3,3,3,3,3,1
"R-HSA-418360",35,23,26,22,9,5,1,8,8,8,8,7,6,1
"R-HSA-418457",18,15,15,12,2,2,1,4,4,4,4,1,1,1
"R-HSA-418555",172,128,141,122,23,35,2,18,17,17,17,16,15,5
"R-HSA-418592",30,22,23,22,5,7,2,7,6,6,6,4,4,4
"R-HSA-418594",426,270,278,230,56,59,9,74,71,71,66,56,63,28
"R-HSA-418597",63,45,46,42,14,20,2,13,13,13,13,10,10,7
"R-HSA-418885",19,8,8,8,6,4,1,12,12,12,12,12,12,2
"R-HSA-418886",10,3,3,2,2,2,0,4,4,4,4,4,4,0
"R-HSA-418889",12,4,4,4,2,3,0,8,7,7,7,5,6,0
"R-HSA-418890",16,8,8,8,5,3,0,4,4,4,4,4,4,0
"R-HSA-418990",35,31,32,28,5,5,1,16,16,16,16,7,4,2
"R-HSA-419037",44,29,31,29,3,4,0,10,10,10,10,9,9,0
"R-HSA-419408",19,10,10,10,1,0,1,5,5,5,5,1,0,1
"R-HSA-419771",10,7,7,8,0,1,0,2,2,2,2,0,1,0
"R-HSA-419812",11,10,10,9,0,0,0,4,4,4,4,0,0,0
"R-HSA-420029",30,6,6,6,2,2,0,3,1,1,1,1,1,0
"R-HSA-420092",35,29,32,26,5,6,1,8,8,8,6,1,1,1
"R-HSA-420499",97,31,31,17,5,3,0,7,7,7,7,2,2,0
"R-HSA-420597",7,7,7,6,1,0,0,8,8,8,8,1,0,0
"R-HSA-421270",67,38,40,36,7,7,1,21,18,19,19,8,5,2
"R-HSA-422085",26,14,14,13,2,2,0,8,8,8,7,1,1,0
"R-HSA-422356",106,71,72,69,24,27,8,34,33,33,33,26,27,19
"R-HSA-422475",585,440,448,396,230,232,149,298,253,261,261,187,211,62
"R-HSA-425366",163,74,78,64,39,39,7,67,59,61,52,41,37,6
"R-HSA-425381",14,10,10,9,2,2,0,4,4,4,4,2,2,0
"R-HSA-425393",165,101,105,91,41,41,14,75,72,73,67,33,38,14
"R-HSA-425397",108,39,39,37,18,15,6,39,37,37,34,24,21,11
"R-HSA-425407",416,225,234,202,103,96,29,191,177,180,162,106,98,33
"R-HSA-425410",33,21,21,15,16,10,4,20,15,15,12,14,10,4
"R-HSA-425561",15,10,11,7,5,4,1,4,4,4,3,3,3,1
"R-HSA-425986",11,8,9,7,4,3,1,4,4,4,3,3,3,1
