"interpro_id","family_names","hierarchy_level","family_branch"
"IPR016315","Protohaem IX farnesyltransferase, mitochondria",2,1285
"IPR006372","Bacteriochlorophyll/chlorophyll synthetase",1,1286
"IPR011799","Chlorophyll synthase, ChlG",2,1286
"IPR006379","HAD-superfamily hydrolase, subfamily IIB",1,1287
"IPR000150","Cof family",2,1287
"IPR017223","Predicted hydrolase of the HAD superfamily, SPs0319-type",3,1287
"IPR023938","HMP-PP phosphatase",3,1287
"IPR003337","Trehalose-phosphatase",2,1287
"IPR044651","Trehalose 6-phosphate  OTSB-like",3,1287
"IPR005002","Phosphomannomutase",2,1287
"IPR006381","HAD-superfamily hydrolase, superfamily IIB, MPGP",2,1287
"IPR012815","Mannosyl-3-phosphoglycerate phosphatase",3,1287
"IPR033980","Mannosyl-3-phosphoglycerate phosphatase, thermophiles",3,1287
"IPR006382","Phosphoglycolate phosphatase",2,1287
"IPR006380","Sucrose phosphatase-like domain",1,1288
"IPR012821","Sucrose phosphate synthase, sucrose phosphatase-like domain",2,1288
"IPR035659","Sucrose-phosphate synthase, C-terminal",2,1288
"IPR006381","HAD-superfamily hydrolase, superfamily IIB, MPGP",1,1289
"IPR012815","Mannosyl-3-phosphoglycerate phosphatase",2,1289
"IPR033980","Mannosyl-3-phosphoglycerate phosphatase, thermophiles",2,1289
"IPR006384","HAD hydrolase, subfamily IA, Pyridoxal phosphate phosphatase-like",1,1290
"IPR016965","Phosphatase PHOSPHO-type",2,1290
"IPR017718","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase",2,1290
"IPR006408","P-type ATPase, subfamily IIB",1,1291
"IPR030320","Plasma membrane calcium-transporting ATPase 1",2,1291
"IPR030322","Plasma membrane calcium-transporting ATPase 2",2,1291
"IPR006413","P-type ATPase, subfamily IIA, PMR1-type",1,1292
"IPR030334","Calcium-transporting ATPase type 2C member 2",2,1292
"IPR030336","Calcium-transporting ATPase type 2C member 1",2,1292
"IPR006426","Asparagine synthase, glutamine-hydrolyzing",1,1293
"IPR017535","Asparagine synthase family amidotransferase",2,1293
"IPR017539","Exosortase 1 system-associated amidotransferase 1",2,1293
"IPR006430","Phage portal protein PBSX family",1,1294
"IPR016753","Phage portal protein PBSX family, Firmicutes",2,1294
"IPR030935","Phage portal protein PBSX family, Proteobacteria",2,1294
"IPR006437","Bacteriophage terminase, large subunit",1,1295
"IPR044269","Terminase, large subunit SPP1-like",2,1295
"IPR006439","HAD hydrolase, subfamily IA",1,1296
"IPR006323","Phosphonoacetaldehyde hydrolase",2,1296
"IPR006328","L-2-Haloacid dehalogenase",2,1296
"IPR006346","2-phosphoglycolate phosphatase-like, prokaryotic",2,1296
"IPR037512","Phosphoglycolate phosphatase, prokaryotic",3,1296
"IPR006351","3-amino-5-hydroxybenzoic acid synthesis-related",2,1296
"IPR010237","Pyrimidine 5-nucleotidase",2,1296
"IPR010972","Beta-phosphoglucomutase",2,1296
"IPR011949","HAD-superfamily hydrolase, subfamily IA, REG-2-like",2,1296
"IPR011950","HAD-superfamily hydrolase, subfamily IA, CTE7",2,1296
"IPR011951","HAD-superfamily hydrolase, subfamily IA, YjjG/PynA",2,1296
"IPR023733","Pyrophosphatase PpaX",2,1296
"IPR044266","Phosphoserine phosphatase YsaA",2,1296
"IPR044999","Protein CbbY-like",2,1296
"IPR045228","Phosphatase Gpp1/Gpp2-like",2,1296
"IPR006464","N-acetyltransferase RimI/Ard1",1,1297
"IPR043690","N-acetyltransferase RimI",2,1297
"IPR006467","MiaB-like tRNA modifying enzyme",1,1298
"IPR034557","Threonylcarbamoyladenosine tRNA methylthiotransferase",2,1298
"IPR006482","CRISPR-associated protein Cas7, subtype I-B/I-C",1,1299
"IPR013418","CRISPR-associated protein Csd2",2,1299
"IPR013419","CRISPR-associated protein Csh2",2,1299
"IPR006490","Phage major tail protein, phi13 family",1,1300
"IPR006724","Phage tail tube protein 1",2,1300
"IPR006504","Transcriptional regulator Spx/MgsR",1,1301
"IPR023731","Global transcriptional regulator Spx",2,1301
"IPR006533","Type VI secretion system, RhsGE-associated Vgr protein",1,1302
"IPR017847","Type VI secretion system, RhsGE-associated Vgr  family subset",2,1302
"IPR006535","HnRNP R/Q splicing factor",1,1303
"IPR033111","APOBEC1 complementation factor",2,1303
"IPR034442","Putative RNA-binding protein 47",2,1303
"IPR006539","P-type ATPase, subfamily IV",1,1304
"IPR026871","Phospholipid-transporting P-type ATPase",2,1304
"IPR030346","Phospholipid-transporting ATPase IC",2,1304
"IPR030347","Phospholipid-transporting ATPase ID",2,1304
"IPR030348","Probable phospholipid-transporting ATPase IM",2,1304
"IPR030349","Phospholipid-transporting ATPase IK",2,1304
"IPR030350","Phospholipid-transporting ATPase FetA",2,1304
"IPR030355","Probable phospholipid-transporting ATPase IIB",2,1304
"IPR030356","Probable phospholipid-transporting ATPase IIA",2,1304
"IPR030357","Phospholipid-transporting ATPase VA",2,1304
"IPR030359","Phospholipid-transporting ATPase VB",2,1304
"IPR030360","Phospholipid-transporting ATPase VD",2,1304
"IPR030361","Phospholipid-transporting ATPase IH",2,1304
"IPR030362","Phospholipid-transporting ATPase IF",2,1304
"IPR030363","Phospholipid-transporting ATPase IG",2,1304
"IPR006541","Bacteriocin-associated integral membrane protein",1,1305
"IPR016976","Uncharacterised conserved protein UCP031601",2,1305
"IPR006543","Histidinol-phosphate phosphatase",1,1306
"IPR005954","Histidinol-phosphatase",2,1306
"IPR006545","EYA domain",1,1307
"IPR042577","EYA domain, metazoan",2,1307
"IPR006549","HAD-superfamily hydrolase,subfamily IIIA",1,1308
"IPR006543","Histidinol-phosphate phosphatase",2,1308
"IPR005954","Histidinol-phosphatase",3,1308
"IPR006551","Polynucleotide 3'-phosphatase",2,1308
"IPR006569","CID domain",1,1309
"IPR024638","CTD kinase subunit gamma Ctk3, N-terminal",2,1309
"IPR006591","RNA polymerase archaeal subunit P/eukaryotic subunit RPABC4",1,1310
"IPR023464","DNA-directed RNA polymerase subunit Rpo12",2,1310
"IPR039747","DNA-directed RNA polymerases I, II, and III subunit RPABC4",2,1310
"IPR006620","Prolyl 4-hydroxylase, alpha subunit",1,1311
"IPR044862","Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain",2,1311
"IPR006628","Purine-rich element binding protein family",1,1312
"IPR030499","Purine-rich element-binding protein beta",2,1312
"IPR030500","Purine-rich element-binding protein alpha",2,1312
"IPR030501","Purine-rich element-binding protein gamma",2,1312
"IPR006630","La-type HTH domain",1,1313
"IPR034946","La-related protein 7, La domain",2,1313
"IPR006639","Presenilin/signal peptide peptidase",1,1314
"IPR001108","Peptidase A22A, presenilin",2,1314
"IPR001493","Peptidase A22A, presenilin 2",3,1314
"IPR001686","Peptidase A22A, presenilin, nematode type",3,1314
"IPR002031","Peptidase A22A, presenilin 1",3,1314
"IPR033152","Hop-1 peptidase",3,1314
"IPR033153","SPE-4 peptidase",3,1314
"IPR007369","Peptidase A22B, signal peptide peptidase",2,1314
"IPR033149","Signal peptidase peptidase-like 2B",3,1314
"IPR033150","Signal peptide peptidase-like 2C",3,1314
"IPR033151","Signal peptide peptidase-like 2a",3,1314
"IPR033154","Plant signal peptide peptidase",3,1314
"IPR010545","Signal-peptide peptidase, presenilin aspartyl protease",2,1314
"IPR006641","YqgF/RNase H-like domain",1,1315
"IPR028231","Transcription elongation factor Spt6, YqgF domain",2,1315
"IPR032639","Tex protein, YqgF-like domain",2,1315
"IPR006642","Rad18,  zinc finger UBZ4-type",1,1316
"IPR040539","WRNIP1, ubiquitin-binding domain",2,1316
"IPR006657","Molybdopterin dinucleotide-binding domain",1,1317
"IPR037920","Probable oxidoreductase YoaE, C-terminal",2,1317
"IPR037943","Nitrate reductase alpha subunit-like, MopB domain",2,1317
"IPR037946","Tetrathionate reductase subunit A, MopB domain",2,1317
"IPR037949","Acetylene hydratase, MopB domain",2,1317
"IPR037951","YdeP-like, MopB domain",2,1317
"IPR041717","FwdD/FmdC, molybdopterin dinucleotide-binding domain",2,1317
"IPR041925","Formate dehydrogenase H, molybdopterin-binding domain",2,1317
"IPR041954","Trimethylamine-N-oxide reductase-like, molybdopterin-binding domain",2,1317
"IPR041957","Nitrate reductase NapA-like, molybdopterin-binding domain",2,1317
"IPR006658","Molybdopterin guanine dinucleotide-containing S/N-oxide reductase",1,1318
"IPR011887","Trimethylamine-N-oxide reductase TorA",2,1318
"IPR006660","Arsenate reductase-like",1,1319
"IPR006503","Nitrogenase-associated protein",2,1319
"IPR006504","Transcriptional regulator Spx/MgsR",2,1319
"IPR023731","Global transcriptional regulator Spx",3,1319
"IPR006659","Arsenate reductase",2,1319
"IPR006665","OmpA-like domain",1,1320
"IPR014169","Peptidoglycan-associated lipoprotein, C-terminal",2,1320
"IPR017733","Type VI secretion system peptidoglycan-associated domain",2,1320
"IPR006674","HD domain",1,1321
"IPR006675","HDIG domain",2,1321
"IPR006676","tRNA-splicing endonuclease",1,1322
"IPR016442","tRNA-splicing endonuclease, archaeal short subfamily",2,1322
"IPR016589","tRNA-splicing endonuclease, SEN2 subunit",2,1322
"IPR016690","tRNA-splicing endonuclease, SEN34 subunit",2,1322
"IPR023516","tRNA-splicing endonuclease, archaeal long subfamily",2,1322
"IPR006683","Thioesterase domain",1,1323
"IPR003736","Phenylacetic acid degradation-related domain",2,1323
"IPR033120","Hotdog acyl-CoA thioesterase (ACOT)-type domain",2,1323
"IPR006684","Acyl-CoA thioester hydrolase YbgC/YbaW family",1,1324
"IPR014166","Tol-Pal system-associated acyl-CoA thioesterase",2,1324
"IPR006685","Mechanosensitive ion channel MscS",1,1325
"IPR016688","Mechanosensitive ion channel MscS-like, plants/fungi",2,1325
"IPR016846","Predicted ion channel, cNMP-binding",2,1325
"IPR030192","Miniconductance mechanosensitive channel YbdG",2,1325
"IPR045042","Mechanosensitive ion channel protein YnaI-like",2,1325
"IPR045275","Mechanosensitive ion channel MscS, archaea/bacteria type",2,1325
"IPR045276","Mechanosensitive ion channel YbiO",2,1325
"IPR006689","Small GTPase superfamily, ARF/SAR type",1,1326
"IPR006687","Small GTPase superfamily, SAR1-type",2,1326
"IPR024156","Small GTPase superfamily, ARF type",2,1326
"IPR041838","ADP-ribosylation factor 6",3,1326
"IPR041839","ADP-ribosylation factor-like protein 6",3,1326
"IPR045872","ADP-ribosylation factor 1-5",3,1326
"IPR042292","ADP-ribosylation factor-like protein 15",2,1326
"IPR042951","ADP-ribosylation factor-like protein 10",2,1326
"IPR044154","ADP-ribosylation factor-like protein 8A/8B",2,1326
"IPR044612","ADP-ribosylation factor-like protein 2/3",2,1326
"IPR045873","ADP-ribosylation factor-like protein 2",3,1326
"IPR006698","Uncharacterised protein family UPF0229",1,1327
"IPR014230","Sporulation protein YhbH",2,1327
"IPR006710","Glycoside hydrolase, family 43",1,1328
"IPR016828","Alpha-L-arabinofuranosidase",2,1328
"IPR016840","Glycoside hydrolase, family 43, endo-1, 5-alpha-L-arabinosidase",2,1328
"IPR006714","Flagellar filament outer layer protein FlaA",1,1329
"IPR016369","Flagellar filament outer layer protein FlaA, Spirochaetes",2,1329
"IPR006722","Trafficking protein particle complex subunit 2",1,1330
"IPR044760","Trafficking protein particle complex subunit 2-like",2,1330
"IPR006726","Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein",1,1331
"IPR023706","Para-hydroxybenzoic acid efflux pump, subunit AaeB",2,1331
"IPR006762","Gtr1/RagA G protein",1,1332
"IPR039397","RagA/B",2,1332
"IPR039400","RagC/D",2,1332
"IPR006789","Actin-related protein 2/3 complex subunit 5",1,1333
"IPR030075","Actin-related protein 2/3 complex subunit 5-like protein",2,1333
"IPR006808","ATP synthase, F0 complex, subunit G, mitochondrial",1,1334
"IPR016702","Mitochondrial ATP synthase subunit g, animal",2,1334
"IPR006818","Histone chaperone ASF1-like",1,1335
"IPR017282","Histone deposition protein Asf1",2,1335
"IPR006875","Sarcoglycan complex subunit protein",1,1336
"IPR027659","Beta-sarcoglycan",2,1336
"IPR039972","Sarcoglycan gamma/delta/zeta",2,1336
"IPR027660","Gamma-sarcoglycan",3,1336
"IPR027661","Delta-sarcoglycan",3,1336
"IPR027662","Zeta-sarcoglycan",3,1336
"IPR006876","LMBR1-like membrane protein",1,1337
"IPR008075","Lipocalin-interacting membrane receptor",2,1337
"IPR006879","Carbohydrate deacetylase YdjC-like",1,1338
"IPR017836","Hopanoid biosynthesis associated protein HpnK",2,1338
"IPR022948","Chitooligosaccharide deacetylase ChbG-like, bacteria",2,1338
"IPR006896","Sec23/Sec24, trunk domain",1,1339
"IPR041742","Sec24-like, trunk domain",2,1339
"IPR006904","Protein of unknown function DUF716",1,1340
"IPR042127","Transmembrane protein 45",2,1340
"IPR006905","Flavin-dependent halogenase",1,1341
"IPR033856","Flavin-dependent tryptophan halogenase",2,1341
"IPR006931","Calcipressin",1,1342
"IPR016523","Calcipressin-like protein",2,1342
"IPR031271","Calcipressin-1",2,1342
"IPR034921","Calcipressin-2",2,1342
"IPR034923","Calcipressin-3",2,1342
"IPR006935","Helicase/UvrB, N-terminal",1,1343
"IPR044749","FANCM, DEAH-box helicase domain",2,1343
"IPR006939","SNF5/SMARCB1/INI1",1,1344
"IPR017393","Chromatin-remodeling complex component Sfh1/SNF5",2,1344
"IPR006941","Ribonuclease CAF1",1,1345
"IPR039637","CCR4-NOT transcription complex subunit 7/8/Pop2",2,1345
"IPR027212","CCR4-NOT transcription complex subunit 8",3,1345
"IPR039636","CCR4-NOT transcription complex subunit 7",3,1345
"IPR006944","Bacteriophage/Gene transfer agent portal protein",1,1346
"IPR006427","Phage portal protein, HK97",2,1346
"IPR006430","Phage portal protein PBSX family",2,1346
"IPR016753","Phage portal protein PBSX family, Firmicutes",3,1346
"IPR030935","Phage portal protein PBSX family, Proteobacteria",3,1346
"IPR006972","Secretion system effector C, SseC-like",1,1347
"IPR003895","Type III secretion system, invasin protein B",2,1347
"IPR014575","Type III secretion system, secreted protein EspD",2,1347
"IPR006998","DltD",1,1348
"IPR023896","D-alanyl-lipoteichoic acid biosynthesis DltD, Firmicutes",2,1348
"IPR007007","Ninjurin",1,1349
"IPR015639","Ninjurin1",2,1349
"IPR007016","O-antigen ligase-related",1,1350
"IPR006007","Inorganic carbon transporter",2,1350
"IPR017528","Conserved hypothetical protein CHP03097, O-antigen ligase-related",2,1350
"IPR007018","Mediator complex, subunit Med6",1,1351
"IPR016612","Mediator complex, subunit Med6, fungi",2,1351
"IPR016820","Mediator complex, subunit Med6, metazoa/plant",2,1351
"IPR007035","Peptidase M55, D-aminopeptidase",1,1352
"IPR033824","D-aminopeptidase DppA",2,1352
"IPR007036","Succinylglutamate desuccinylase/aspartoacylase",1,1353
"IPR016681","Succinylglutamate desuccinylase",2,1353
"IPR016708","Aspartoacylase",2,1353
"IPR043795","N-alpha-acetyl diaminobutyric acid deacetylase-like",2,1353
"IPR014336","N-alpha-acetyl diaminobutyrate deacetylase DoeB",3,1353
"IPR007041","Arginine N-succinyltransferase AstA/AruG",1,1354
"IPR017650","Arginine N-succinyltransferase",2,1354
"IPR017651","Arginine/ornithine succinyltransferase, alpha subunit",2,1354
"IPR007052","CS domain",1,1355
"IPR037893","Calcyclin-binding Protein, CS domain",2,1355
"IPR037894","Dynein axonemal assembly factor 4, CS domain",2,1355
"IPR037902","NudC domain-containing protein 2, p23 domain",2,1355
"IPR037905","NudC domain-containing protein 3, p23 domain",2,1355
"IPR037908","Cytochrome b5 reductase 4, p23 domain",2,1355
"IPR007055","BON domain",1,1356
"IPR014004","Transport-associated and nodulation domain, bacteria",2,1356
"IPR007060","Septum formation initiator FtsL/DivIC",1,1357
"IPR023081","Cell division protein FtsB",2,1357
"IPR039076","Cell division protein DivIC",2,1357
"IPR007074","LicD family",1,1358
"IPR009644","Ribitol-5-phosphate transferase FKTN-related",2,1358
"IPR007081","RNA polymerase Rpb1, domain 5",1,1359
"IPR035698","DNA-directed RNA polymerase III subunit RPC1, C-terminal",2,1359
"IPR007110","Immunoglobulin-like domain",1,1360
"IPR003597","Immunoglobulin C1-set",2,1360
"IPR003598","Immunoglobulin subtype 2",2,1360
"IPR003599","Immunoglobulin subtype",2,1360
"IPR013106","Immunoglobulin V-set domain",3,1360
"IPR037677","CD86, IgV domain",4,1360
"IPR039944","VSIG4, immunoglobulin variable (IgV)-like domain",4,1360
"IPR041849","Nectin-1, first immunoglobulin (Ig) domain",4,1360
"IPR042711","CD80, immunoglobulin variable domain",4,1360
"IPR013098","Immunoglobulin I-set",2,1360
"IPR013162","CD80-like, immunoglobulin C2-set",2,1360
"IPR037676","CD80, IgC-like domain",3,1360
"IPR041850","Nectin-1, second immunoglobulin (Ig) domain",3,1360
"IPR007115","6-pyruvoyl tetrahydropterin synthase/QueD family",1,1361
"IPR017543","6-pyruvoyl tetrahydropterin synthase, predicted, bacteria",2,1361
"IPR007118","Expansin/Lol pI",1,1362
"IPR002963","Expansin",2,1362
"IPR005795","Major pollen allergen Lol pI",2,1362
"IPR007122","Villin/Gelsolin",1,1363
"IPR015626","Villin-like protein",2,1363
"IPR015628","Supervillin",2,1363
"IPR029917","Macrophage-capping protein",2,1363
"IPR029919","Protein flightless-1",2,1363
"IPR030004","Gelsolin",2,1363
"IPR030007","Villin-1",2,1363
"IPR030009","Villin-2, plant",2,1363
"IPR030010","Villin-1-like, plant",2,1363
"IPR030012","Adseverin",2,1363
"IPR030016","Villin-like protein quail",2,1363
"IPR044155","Villin-3",2,1363
"IPR007123","Gelsolin-like domain",1,1364
"IPR037550","Sec23, C-terminal",2,1364
"IPR007128","Nuclear MIS12/MIND complex subunit PMF1/Nnf1",1,1365
"IPR016851","Kinetochore-associated protein Nnf1",2,1365
"IPR007129","Ubiquinol-cytochrome c chaperone, CBP3",1,1366
"IPR014569","Ubiquinol-cytochrome c chaperone, CBP3-related",2,1366
"IPR007145","Microtubule-associated protein, MAP65/Ase1/PRC1",1,1367
"IPR032921","Protein regulator of cytokinesis 1",2,1367
"IPR007150","Checkpoint protein Hus1/Mec3",1,1368
"IPR016580","Cell cycle checkpoint, Hus1",2,1368
"IPR007157","PspA/IM30",1,1369
"IPR014319","Phage shock protein, PspA",2,1369
"IPR007159","SpoVT-AbrB domain",1,1370
"IPR020603","MraZ domain",2,1370
"IPR007175","Ribonuclease P subunit, Rpr2/Snm1/Rpp21",1,1371
"IPR016432","Ribonuclease P subunit RNP4",2,1371
"IPR007183","Uncharacterised protein family UPF0280",1,1372
"IPR037456","MA1715-like",2,1372
"IPR007184","Mannoside phosphorylase",1,1373
"IPR028583","4-O-beta-D-mannosyl-D-glucose phosphorylase",2,1373
"IPR007185","DNA polymerase alpha/delta/epsilon, subunit B",1,1374
"IPR041863","DNA polymerase delta subunit 2, C-terminal domain",2,1374
"IPR007194","Transport protein particle (TRAPP) component",1,1375
"IPR016696","TRAPP I complex, subunit 5",2,1375
"IPR016721","Bet3 family",2,1375
"IPR037992","TRAPP complex, Trs33 subunit",2,1375
"IPR007197","Radical SAM",1,1376
"IPR006638","Elp3/MiaB/NifB",2,1376
"IPR007201","Mei2-like, C-terminal RNA recognition motif",1,1377
"IPR034454","MEI2-like, RNA recognition motif 3",2,1377
"IPR034458","Terminal EAR1-like, RNA recognition motif 3",2,1377
"IPR007203","ORMDL family",1,1378
"IPR029883","ORM1-like protein 3",2,1378
"IPR029884","ORM1-like protein 1",2,1378
"IPR029886","ORM1-like protein 2",2,1378
"IPR007210","ABC-type glycine betaine transport system, substrate-binding domain",1,1379
"IPR041894","ProX-like, substrate-binding domain",2,1379
"IPR007213","Methyltransferase Ppm1/Ppm2/Tcmp",1,1380
"IPR011610","S-adenosyl-L-methionine-dependent methyltransferase, putative",2,1380
"IPR016651","Leucine carboxyl methyltransferase 1",2,1380
"IPR016874","Methyltransferase TcmP-like",2,1380
"IPR007215","Sulphur relay, TusB/DsrH",1,1381
"IPR023526","Sulphur relay, TusB",2,1381
"IPR007224","Transcription initiation factor Rrn11",1,1382
"IPR016850","Transcription initiation factor Rrn11, budding yeast",2,1382
"IPR007227","Cell shape-determining protein MreD",1,1383
"IPR017225","Cell shape-determining protein MreD, predicted",2,1383
"IPR026034","Cell shape-determining protein MreD, proteobacterial type",2,1383
"IPR007229","Nicotinate phosphoribosyltransferase family",1,1384
"IPR006405","Nicotinate phosphoribosyltransferase pncB-type",2,1384
"IPR006406","Nicotinate phosphoribosyltransferase",2,1384
"IPR035809","Nicotinate phosphoribosyltransferase, archaeal-type",2,1384
"IPR007232","DNA repair protein Rad52/59/22",1,1385
"IPR004585","DNA recombination/repair protein Rad52",2,1385
"IPR016810","DNA repair protein Rad59",2,1385
"IPR007237","CD20-like family",1,1386
"IPR009281","Transmembrane protein 176A/B",2,1386
"IPR030417","Membrane-spanning 4-domains subfamily A",2,1386
"IPR030418","B-lymphocyte antigen CD20",3,1386
"IPR030419","Membrane-spanning 4-domains subfamily A member 3",3,1386
"IPR030420","High affinity immunoglobulin epsilon receptor subunit beta",3,1386
"IPR030422","Membrane-spanning 4-domains subfamily A member 12",3,1386
"IPR030423","Membrane-spanning 4-domains subfamily A member 7",3,1386
"IPR030424","Membrane-spanning 4-domains subfamily A member 8",3,1386
"IPR030425","Membrane-spanning 4-domains subfamily A member 4A",3,1386
"IPR030426","Membrane-spanning 4-domains subfamily A member 5",3,1386
"IPR030427","Membrane-spanning 4-domains subfamily A member 6A-E",3,1386
"IPR030429","Sarcospan",2,1386
"IPR030431","FAM189",2,1386
"IPR007238","DNA primase large subunit, eukaryotic/archaeal",1,1387
"IPR016558","DNA primase, large subunit, eukaryotic",2,1387
"IPR023642","DNA primase large subunit PriL",2,1387
"IPR007243","Atg6/Beclin",1,1388
"IPR032912","Beclin-2",2,1388
"IPR032913","Beclin-1",2,1388
"IPR007247","Ureidoglycolate lyase",1,1389
"IPR023525","Ureidoglycolate lyase, bacterial",2,1389
"IPR007255","Conserved oligomeric Golgi complex subunit 8",1,1390
"IPR016632","Conserved oligomeric Golgi complex subunit 8, Metazoal and Viridiplantae",2,1390
"IPR007263","DCC1-like thiol-disulfide oxidoreductase family",1,1391
"IPR044691","Thioredoxin DCC1",2,1391
"IPR007264","H/ACA ribonucleoprotein complex, subunit Nop10",1,1392
"IPR023532","H/ACA ribonucleoprotein complex subunit Nop10 , archaeal-type",2,1392
"IPR007268","Rad9/Ddc1",1,1393
"IPR026217","Ddc1",2,1393
"IPR026584","Rad9",2,1393
"IPR007269","Isoprenylcysteine carboxyl methyltransferase",1,1394
"IPR025770","Protein-S-isoprenylcysteine O-methyltransferase",2,1394
"IPR007294","Protein of unknown function DUF401",1,1395
"IPR005253","Conserved hypothetical protein CHP00529",2,1395
"IPR007300","CidB/LrgB family",1,1396
"IPR005261","Conserved hypothetical protein CHP00659",2,1396
"IPR024891","Antiholin-like protein LrgB",2,1396
"IPR007305","Vesicle transport protein, Got1/SFT2-like",1,1397
"IPR011691","Vesicle transport protein SFT2",2,1397
"IPR045176","Protein transport protein Got1",2,1397
"IPR007312","Phosphoesterase",1,1398
"IPR017767","Bacterial phospholipase C, phosphocholine-specific",2,1398
"IPR017768","Acid phosphatase, AcpA",2,1398
"IPR007318","Phospholipid methyltransferase",1,1399
"IPR016219","Phosphatidylethanolamine N-methyltransferase, fungi",2,1399
"IPR024960","Phosphatidyl-N-methylethanolamine/Phosphatidylethanolamine N-methyltransferase",2,1399
"IPR030800","Lipid A Kdo2 1-phosphate O-methyltransferase",2,1399
"IPR007325","Kynurenine formamidase/cyclase-like",1,1400
"IPR017484","Kynurenine formamidase, bacteria",2,1400
"IPR007330","MIT domain",1,1401
"IPR045253","Vacuolar protein sorting-associated protein 4, MIT domain",2,1401
"IPR045331","MITD1, N-terminal domain",2,1401
"IPR007337","RelB antitoxin/Antitoxin DinJ",1,1402
"IPR026262","Antitoxin DinJ",2,1402
"IPR007339","Inner membrane protein RclC-like",1,1403
"IPR016865","Inner membrane protein RclC",2,1403
"IPR007354","Bisanhydrobacterioruberin hydratase CruF-like",1,1404
"IPR017823","Bisanhydrobacterioruberin hydratase CruF",2,1404
"IPR007356","tRNA (guanine-N1-)-methyltransferase, eukaryotic",1,1405
"IPR016653","tRNA (guanine(9)-N(1))-methyltransferase TRM10/TRM10A",2,1405
"IPR025812","tRNA methyltransferase 10 homologue C",2,1405
"IPR007359","Positive regulator of sigma(E), RseC/MucC",1,1406
"IPR026268","Protein RseC",2,1406
"IPR007362","Protein of unknown function DUF429",1,1407
"IPR008306","Uncharacterised conserved protein UCP018008",2,1407
"IPR018036","Protein of unknown function DUF429, subgroup",2,1407
"IPR007367","Protein of unknown function DUF433",1,1408
"IPR017277","Putative antitoxin VapB45-like",2,1408
"IPR007369","Peptidase A22B, signal peptide peptidase",1,1409
"IPR033149","Signal peptidase peptidase-like 2B",2,1409
"IPR033150","Signal peptide peptidase-like 2C",2,1409
"IPR033151","Signal peptide peptidase-like 2a",2,1409
"IPR033154","Plant signal peptide peptidase",2,1409
"IPR007375","Sarcosine oxidase, gamma subunit",1,1410
"IPR006280","Sarcosine oxidase, gamma subunit, heterotetrameric",2,1410
"IPR007378","Tic22-like",1,1411
"IPR005692","Chloroplast protein import component Tic22",2,1411
"IPR007383","Protein of unknown function DUF445",1,1412
"IPR016991","Protein of unknown function UCP032178",2,1412
"IPR007386","Protein of unknown function DUF447",1,1413
"IPR016733","Uncharacterised conserved protein UCP018747",2,1413
"IPR007400","PrpF protein",1,1414
"IPR012709","2-methyl-aconitate isomerase PrpF",2,1414
"IPR007402","Protein of unknown function DUF455",1,1415
"IPR011197","Uncharacterised conserved protein UCP012318",2,1415
"IPR007404","LexA-binding, inner membrane-associated putative hydrolase",1,1416
"IPR016756","Metal-dependent hydrolase, membrane-bound predicted",2,1416
"IPR016956","Inner membrane protein YdjM",2,1416
"IPR007410","Copper chaperone PCuAC",1,1417
"IPR021174","Uncharacterised conserved protein UCP037139",2,1417
"IPR007430","Bacterial virulence protein VirB8",1,1418
"IPR035658","Conjugal transfer protein TrbF",2,1418
"IPR007431","Acyl carrier protein phosphodiesterase",1,1419
"IPR023491","Acyl carrier protein phosphodiesterase, gammaproteobacteria",2,1419
"IPR007438","Protein of unknown function DUF488",1,1420
"IPR014519","Uncharacterised conserved protein UCP024492",2,1420
"IPR007446","Type IV pilus inner membrane component PilP",1,1421
"IPR016506","Competence protein D, Pasteurellaceae",2,1421
"IPR007461","Ysc84 actin-binding domain",1,1422
"IPR033643","SH3YL1-like, SYLF domain",2,1422
"IPR007466","Peptidyl-arginine deiminase, Porphyromonas-type",1,1423
"IPR017754","Agmatine deiminase",2,1423
"IPR007484","Peptidase M28",1,1424
"IPR037457","M28 Zn-Peptidase Glutaminyl Cyclase",2,1424
"IPR007497","Protein of unknown function DUF541",1,1425
"IPR016907","Uncharacterised conserved protein UCP029033, periplasmic protein",2,1425
"IPR030312","Interleukin-1 receptor-associated kinase 1-binding protein 1",2,1425
"IPR007498","Intermembrane transport protein PqiA-like",1,1426
"IPR005219","Intermembrane transport protein PqiA-like, Enterobacteria-type",2,1426
"IPR007503","Protein of unknown function DUF530",1,1427
"IPR014496","Uncharacterised conserved protein UCP018863",2,1427
"IPR007504","H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",1,1428
"IPR040309","H/ACA ribonucleoprotein complex non-core subunit Naf1",2,1428
"IPR007508","D-aminoacyl-tRNA deacylase DtdA",1,1429
"IPR018033","D-aminoacyl-tRNA deacylase, archaea",2,1429
"IPR007523","NDUFAF3/Mth938 domain-containing protein",1,1430
"IPR034095","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",2,1430
"IPR034096","Mth938 domain-containing protein",2,1430
"IPR007527","Zinc finger, SWIM-type",1,1431
"IPR006564","Zinc finger, PMZ-type",2,1431
