"interpro_id","family_names","hierarchy_level","family_branch"
"IPR004403","Peptide chain release factor eRF1/aRF1",1,917
"IPR020918","Peptide chain release factor aRF1",2,917
"IPR004405","Translation release factor pelota",1,918
"IPR023521","Translation release factor pelota, archaea",2,918
"IPR004408","Biotin--acetyl-CoA-carboxylase ligase",1,919
"IPR030855","Bifunctional ligase/repressor BirA",2,919
"IPR004437","ParB/RepB/Spo0J partition protein",1,920
"IPR037972","RepB, N-terminal",2,920
"IPR004438","Peptidase M3B, oligoendopeptidase F",1,921
"IPR034009","Oligopeptidase F type 4",2,921
"IPR004441","RNA methyltransferase TrmH",1,922
"IPR016479","tRNA/rRNA methyltransferase, YfiF, predicted",2,922
"IPR024915","23S rRNA (guanosine-2-O-)-methyltransferase RlmB",2,922
"IPR004447","C-terminal-processing peptidase S41A",1,923
"IPR023831","Serine peptidase MXAN_5808-like",2,923
"IPR004450","Threonine synthase-like",1,924
"IPR026260","Threonine synthase, bacterial/archaeal",2,924
"IPR004452","4Fe-4S binding protein",1,925
"IPR022825","Lactate utilization protein B",2,925
"IPR004456","2,3-bisphosphoglycerate-independent phosphoglycerate mutase",1,926
"IPR023665","2,3-bisphosphoglycerate-independent phosphoglycerate mutase, prokaryotes",2,926
"IPR004461","CO dehydrogenase/acetyl-CoA synthase complex beta subunit",1,927
"IPR023432","Acetyl-CoA decarbonylase/synthase complex subunit beta, archaeal",2,927
"IPR004465","Ribonucleotide reductase Class Ib, NrdI",1,928
"IPR020852","Ribonucleotide reductase, class Ib, NrdI, bacterial",2,928
"IPR004476","Ribonuclease II/ribonuclease R",1,929
"IPR011804","Ribonuclease II",2,929
"IPR011805","Ribonuclease R",2,929
"IPR004480","Monothiol glutaredoxin-related",1,930
"IPR014434","Monothiol glutaredoxin",2,930
"IPR004481","Sodium/potassium/calcium exchanger",1,931
"IPR004817","Sodium/potassium/calcium exchanger 1",2,931
"IPR004487","Clp protease, ATP-binding subunit ClpX",1,932
"IPR046425","Clp protease, ATP-binding subunit ClpX, bacteria",2,932
"IPR004493","Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic",1,933
"IPR020791","Leucine-tRNA ligase, archaeal",2,933
"IPR004500","Prolyl-tRNA synthetase, class IIa, bacterial-type",1,934
"IPR023716","Proline-tRNA ligase, class IIa, type 2",2,934
"IPR023717","Prolyl-tRNA synthetase, class IIa, type 1",2,934
"IPR004501","Phosphotransferase system, EIIC component, type 3",1,935
"IPR004801","Phosphotransferase system, lactose-specific IIC component",2,935
"IPR004507","Flavin prenyltransferase UbiX-like",1,936
"IPR032901","Probable UbiX-like flavin prenyltransferase",2,936
"IPR004511","Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase",1,937
"IPR004508","Thioredoxin-independent 5'-adenylylsulphate reductase",2,937
"IPR011798","Adenosine 5'-phosphosulphate reductase",2,937
"IPR011800","Phosphoadenosine phosphosulphate reductase CysH",2,937
"IPR004513","Cell division protein FtsX",1,938
"IPR047590","Cell division protein FtsX, proteobacteria",2,938
"IPR047929","Cell division protein FtsX, actinomycetes",2,938
"IPR004514","Glutamine-tRNA synthetase",1,939
"IPR022861","Glutamine-tRNA ligase, bacterial",2,939
"IPR004516","Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit",1,940
"IPR004517","ATP phosphoribosyltransferase regulatory subunit",2,940
"IPR015807","Histidine-tRNA ligase",2,940
"IPR004518","NTP pyrophosphohydrolase MazG-like domain",1,941
"IPR044548","Uncharacterised protein AF_0060, NTP Pyrophosphohydrolase MazG-like domain",2,941
"IPR048011","MazG-like, C-terminal domain",2,941
"IPR048015","MazG-like, N-terminal domain",2,941
"IPR004519","DNA-directed RNA polymerase, subunit E/RPC8",1,942
"IPR046399","DNA-directed RNA polymerase subunit Rpo7",2,942
"IPR004529","Phenylalanyl-tRNA synthetase, class IIc, alpha subunit",1,943
"IPR022911","Phenylalanine-tRNA ligase alpha chain 1, bacterial",2,943
"IPR022917","Phenylalanine-tRNA ligase alpha subunit, bacterial/archaeal",2,943
"IPR004531","Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type",1,944
"IPR022918","Phenylalanine-tRNA ligase beta chain 2, archaeal type",2,944
"IPR004533","CDP-diacylglycerol--serine O-phosphatidyltransferase",1,945
"IPR016271","CDP-diacylglycerol--serine O-phosphatidyltransferase, fungal",2,945
"IPR026475","Archaetidylserine synthase",2,945
"IPR004536","Selenophosphate synthetase",1,946
"IPR023061","Selenophosphate synthetase, class I",2,946
"IPR004537","Tellurite resistance methyltransferase, TehB",1,947
"IPR014431","Tellurite resistance methyltransferase, TehB type-2",2,947
"IPR004540","Translation elongation factor EFG/EF2",1,948
"IPR030848","Elongation factor G, chloroplastic",2,948
"IPR004554","Hydroxymethylglutaryl-CoA reductase, eukaryotic/archaeal type",1,949
"IPR004816","Hydroxymethylglutaryl-CoA reductase, metazoan",2,949
"IPR004556","Methyltransferase HemK-like",1,950
"IPR017127","Ribosomal protein uL3 glutamine methyltransferase",2,950
"IPR019874","Protein-(glutamine-N5) methyltransferase, release factor-specific",2,950
"IPR022446","N5-glutamine methyltransferase, putative",2,950
"IPR004560","L-ribulose-5-phosphate 3-epimerase",1,951
"IPR023492","L-ribulose-5-phosphate 3-epimerase, Enterobacteriaceae",2,951
"IPR004561","Isochorismate synthase",1,952
"IPR034681","Isochorismate synthase MenF",2,952
"IPR004562","Lipoyltransferase/lipoate-protein ligase",1,953
"IPR023741","Lipoate-protein ligase A",2,953
"IPR004564","Outer membrane lipoprotein carrier protein LolA-like",1,954
"IPR018323","Outer membrane lipoprotein carrier protein LolA, Proteobacteria",2,954
"IPR004567","Type II pantothenate kinase",1,955
"IPR011602","Type II pantothenate kinase, bacterial",2,955
"IPR015844","Pantothenate kinase, acetyl-CoA regulated, two-domain type",2,955
"IPR016949","Damage-control phosphatase At2g17340",2,955
"IPR004570","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",1,956
"IPR023762","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, bacterial",2,956
"IPR004573","rRNA small subunit methyltransferase B",1,957
"IPR023541","rRNA small subunit methyltransferase B, enterobacteriaceae",2,957
"IPR004582","Checkpoint protein Rad17/Rad24",1,958
"IPR018324","Checkpoint protein Rad17/Rad24, fungi/metazoa",2,958
"IPR004583","DNA repair protein Rad4",1,959
"IPR018026","DNA repair protein Rad4-like",2,959
"IPR004588","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type",1,960
"IPR016425","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial",2,960
"IPR017178","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical",2,960
"IPR004589","DNA helicase, ATP-dependent, RecQ type",1,961
"IPR006293","DNA helicase, ATP-dependent, RecQ type, bacterial",2,961
"IPR004596","Cell division suppressor protein, SulA",1,962
"IPR047696","Cell division inhibitor SulA, enterobacterial type",2,962
"IPR004601","UV-endonuclease UvdE",1,963
"IPR023520","UV-endonuclease UvdE, bacterial",2,963
"IPR004613","Ribonuclease J",1,964
"IPR030854","Ribonuclease J, bacteria",2,964
"IPR030879","Ribonuclease J, archaea",2,964
"IPR004615","DNA polymerase III, psi subunit",1,965
"IPR018382","DNA polymerase III, psi subunit, subgroup",2,965
"IPR004625","Pyridoxine kinase",1,966
"IPR023479","Pyridoxine/pyridoxal/pyridoxamine kinase",2,966
"IPR023685","Pyridoxal kinase PdxY",2,966
"IPR004629","Glycosyl transferase WecG/TagA/CpsF",1,967
"IPR023085","UDP-N-acetyl-D-mannosaminuronic acid transferase",2,967
"IPR034714","N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase",2,967
"IPR004635","Peptidase S49, SppA",1,968
"IPR033854","Signal peptide peptidase A",2,968
"IPR004636","Acetylornithine/Succinylornithine transaminase family",1,969
"IPR017652","Acetyl/Succinylornithine transaminase family, bacteria",2,969
"IPR026330","Succinylornithine transaminase",3,969
"IPR037537","[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase",2,969
"IPR004637","2,4-diaminobutyrate 4-transaminase",1,970
"IPR012773","Ectoine biosynthetic protein",2,970
"IPR004645","DNA-binding protein Tfx, archaea",1,971
"IPR018384","DNA-binding protein Tfx, euryarchaeota",2,971
"IPR004649","Ribonuclease H2, subunit A",1,972
"IPR020787","Ribonuclease HII, archaea",2,972
"IPR004652","tRNA-dihydrouridine synthase DusB-like",1,973
"IPR032887","tRNA-dihydrouridine synthase B",2,973
"IPR004659","Ribonuclease E/G",1,974
"IPR028878","Ribonuclease E",2,974
"IPR004660","Pyruvate dehydrogenase E1 component",1,975
"IPR017600","Alpha-ketoglutarate dehydrogenase",2,975
"IPR004661","L-ribulose-5-phosphate 4-epimerase",1,976
"IPR033748","L-ribulose-5-phosphate 4-epimerase AraD",2,976
"IPR004662","Acetylglutamate kinase family",1,977
"IPR037528","Acetylglutamate kinase ArgB",2,977
"IPR041727","N-Acetyl-L-glutamate kinase, cyclic",3,977
"IPR041731","N-Acetyl-L-glutamate kinase, noncyclic",3,977
"IPR037529","[LysW]-aminoadipate/[LysW]-glutamate kinase",2,977
"IPR004666","Ribosomal bS6 modification enzyme RimK/Lysine biosynthesis enzyme LysX",1,978
"IPR011870","Lysine biosynthesis enzyme LysX",2,978
"IPR023533","Ribosomal protein bS6-L-glutamate ligase",2,978
"IPR031039","Coenzyme gamma-F420-2:alpha-L-glutamate ligase",2,978
"IPR004679","2-hydroxycarboxylate transporter",1,979
"IPR018025","2-hydroxycarboxylate transporter, proteobacteria/firmicutes",2,979
"IPR004684","2-keto-3-deoxygluconate permease",1,980
"IPR018395","2-keto-3-deoxygluconate permease, subgroup",2,980
"IPR004687","Lysosomal-associated transmembrane protein 4/5",1,981
"IPR018396","Lysosomal-associated transmembrane protein, 4A/5",2,981
"IPR004693","Silicon transporter",1,982
"IPR018403","Silicon transporter, Cylindrotheca fusiformis",2,982
"IPR004694","Hydroxy amino acid transporter",1,983
"IPR023726","Threonine/serine transporter TdcC",2,983
"IPR004695","Transporter protein SLAC1/Mae1/ Ssu1/TehA",1,984
"IPR011552","Tellurite resistance protein TehA/malic acid transport protein",2,984
"IPR039264","Tellurite resistance protein TehA",3,984
"IPR030183","S-type anion channel",2,984
"IPR030185","Malic acid transport protein",2,984
"IPR004697","p-Aminobenzoyl-glutamate transport protein AbgT",1,985
"IPR011540","AbgT, Proteobacteria",2,985
"IPR004700","Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit",1,986
"IPR047835","PTS N-acetylgalactosamine transporter subunit IIC, AgaW-like",2,986
"IPR004701","Phosphotransferase system, mannose-type IIA component",1,987
"IPR012844","Dihydroxyacetone kinase phosphotransferase subunit, N-terminal domain",2,987
"IPR013789","Phosphotransferase system, mannose family IIA component",2,987
"IPR033887","PTS system mannose/sorbose specific IIA subunit",2,987
"IPR004703","Phosphotransferase system, sugar-specific permease component",1,988
"IPR013853","Galactitol permease IIC component",2,988
"IPR004709","Na+/H+ exchanger",1,989
"IPR001953","Sodium/hydrogen exchanger 2/4",2,989
"IPR001970","Sodium/hydrogen exchanger 1-like",2,989
"IPR002090","Sodium/hydrogen exchanger 6/7/9",2,989
"IPR004712","Na+/H+ antiporter, fungi",1,990
"IPR032516","Na+/H+ antiporter, budding yeast",2,990
"IPR004713","Calcium/proton exchanger",1,991
"IPR004798","Calcium/proton exchanger CAX-like",2,991
"IPR004716","Phosphotransferase system, glucitol/sorbitol-specific IIA component",1,992
"IPR018454","Phosphotransferase system, glucitol/sorbitol-specific IIA component, subgroup",2,992
"IPR004722","Dihydroorotase",1,993
"IPR024403","Dihydroorotase-like, bacterial",2,993
"IPR004723","8-amino-7-oxononanoate synthase, Archaea/Proteobacteria type",1,994
"IPR022834","8-amino-7-oxononanoate synthase, Proteobacteria",2,994
"IPR004725","Apoptosis regulator, Bcl-2/ BclX",1,995
"IPR013278","Apoptosis regulator, Bcl-2",2,995
"IPR013279","Apoptosis regulator, Bcl-X",2,995
"IPR004728","Translocation protein Sec62",1,996
"IPR011553","Translocation protein Sec62, ascomycota",2,996
"IPR004731","Transaldolase type 3B/Fructose-6-phosphate aldolase",1,997
"IPR022999","Transaldolase type 3B, putative",2,997
"IPR023001","Fructose-6-phosphate aldolase",2,997
"IPR004740","Nucleoside:H+ symporter",1,998
"IPR033667","Nucleoside permease NupG",2,998
"IPR004749","Organic cation transport protein/SVOP",1,999
"IPR045915","Solute carrier family 22 members 4/5",2,999
"IPR004752","AmpG-like permease/Acetyl-coenzyme A transporter 1",1,1000
"IPR024371","Acetyl-coenzyme A transporter 1-like",2,1000
"IPR014090","Siderophore transporter, RhtX/FptX family",3,1000
"IPR004754","Amino acid antiporter",1,1001
"IPR022461","Arginine/ornithine antiporter",2,1001
"IPR004769","Adenylosuccinate lyase",1,1002
"IPR047136","Adenylosuccinate lyase PurB, bacteria",2,1002
"IPR004773","Potassium/sodium transporter Trk1/HKT1",1,1003
"IPR015958","Potassium transporter Trk1, fungi",2,1003
"IPR004776","Membrane transport PIN-like",1,1004
"IPR014024","Auxin efflux carrier, plant type",2,1004
"IPR039305","Protein PIN-LIKES 2/6",2,1004
"IPR040254","Protein Ecm3-like",2,1004
"IPR045033","Protein PIN-LIKES 1/3/4/5/7",2,1004
"IPR004777","L-lysine exporter/arginine exporter",1,1005
"IPR023445","Arginine exporter protein ArgO, enterobacteria",2,1005
"IPR004788","Ribose 5-phosphate isomerase, type A",1,1006
"IPR020672","Ribose-5-phosphate isomerase, type A, subgroup",2,1006
"IPR004792","3-Dehydro-bile acid delta(4,6)-reductase-like",1,1007
"IPR022460","Conserved hyptotheical flavoprotein, PP4765",2,1007
"IPR004802","tRNA pseudouridine synthase B family",1,1008
"IPR026326","Probable tRNA pseudouridine synthase B, archaeal",2,1008
"IPR004805","Error-prone DNA polymerase/DNA polymerase III subunit alpha DnaE/PolC",1,1009
"IPR006308","DNA polymerase III, alpha subunit, PolC-type, Gram-positive bacteria",2,1009
"IPR023073","DNA polymerase, error-prone",2,1009
"IPR004808","AP endonuclease 1",1,1010
"IPR037493","Exodeoxyribonuclease III-like",2,1010
"IPR004813","Oligopeptide transporter, OPT superfamily",1,1011
"IPR004648","Tetrapeptide transporter, OPT1/isp4",2,1011
"IPR045035","Metal-nicotianamine transporter YSL-like",2,1011
"IPR004814","Oligopeptide transporter OPT",3,1011
"IPR004815","Lon protease, bacterial/eukaryotic-type",1,1012
"IPR027501","Lon protease homologue 2, peroxisomal",2,1012
"IPR027503","Lon protease homologue, chloroplastic/mitochondrial",2,1012
"IPR027543","Lon protease, bacterial",2,1012
"IPR004821","Cytidyltransferase-like domain",1,1013
"IPR041723","CTP:phosphocholine cytidylyltransferase domain",2,1013
"IPR041750","Bifunctional NMN adenylyltransferase/Nudix hydrolase-like, N-terminal NMNAT domain",2,1013
"IPR004826","Basic leucine zipper domain, Maf-type",1,1014
"IPR043321","BACH, basic leucine zipper (bZIP) domain",2,1014
"IPR004827","Basic-leucine zipper domain",1,1015
"IPR044759","RF2-like transcription factor, bZIP domain",2,1015
"IPR045314","G-box binding factor 1-like, bZIP domain, plant",2,1015
"IPR047106","Nuclear factor interleukin-3-regulated protein-like , bZIP domain",2,1015
"IPR004835","Chitin synthase",1,1016
"IPR004834","Fungal chitin synthase",2,1016
"IPR004836","Sodium/calcium exchanger protein",1,1017
"IPR002987","Sodium/calcium exchanger, isoform 1",2,1017
"IPR004839","Aminotransferase, class I/classII",1,1018
"IPR010961","Tetrapyrrole biosynthesis, 5-aminolevulinic acid synthase",2,1018
"IPR004842","SLC12A transporter family",1,1019
"IPR000076","K/Cl co-transporter",2,1019
"IPR000622","K/Cl co-transporter 1",3,1019
"IPR002443","Solute carrier family 12 member 1/2",2,1019
"IPR002444","Solute carrier family 12 member 2",3,1019
"IPR002445","Solute carrier family 12 member 1",3,1019
"IPR002948","Thiazide-sensitive Na-K-Cl co-transporter",2,1019
"IPR004843","Calcineurin-like phosphoesterase domain, ApaH type",1,1020
"IPR006186","Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase",2,1020
"IPR041751","PP2B, metallophosphatase domain",3,1020
"IPR041753","PP5, C-terminal metallophosphatase domain",3,1020
"IPR041754","PP7, metallophosphatase domain",3,1020
"IPR041758","Phosphatase BSL, C-terminal metallophosphatase domain",3,1020
"IPR039541","Metallophosphoesterase 1, metallophosphatase domain",2,1020
"IPR041780","PrpE-like, metallophosphatase domain",2,1020
"IPR041796","Mre11 nuclease, N-terminal metallophosphatase domain",2,1020
"IPR041805","Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain",2,1020
"IPR041816","Lariat debranching enzyme, N-terminal metallophosphatase domain",2,1020
"IPR041821","CG11883-like, N-terminal metallophosphatase domain",2,1020
"IPR041823","YHR202W-like, N-terminal metallophosphatase domain",2,1020
"IPR041825","SA0022-like, N-terminal metallophosphatase domain",2,1020
"IPR041827","CpdB, N-terminal metallophosphatase domain",2,1020
"IPR041831","Endonuclease YhcR, metallophosphatase domain",2,1020
"IPR041834","Cdc1-like, metallophosphatase domain",2,1020
"IPR041867","CPPED1, metallophosphatase domain",2,1020
"IPR041869","Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase",2,1020
"IPR041871","TMEM62, metallophosphatase domain",2,1020
"IPR004849","6-phosphogluconate dehydrogenase, YqeC-type",1,1021
"IPR032883","6-phosphogluconate dehydrogenase, archaea",2,1021
"IPR004861","Atypical dual-specificity phosphatase Siw14-like",1,1022
"IPR020428","Atypical dual-specificity phosphatase Siw14-like, plant and fungi",2,1022
"IPR004864","Late embryogenesis abundant protein, LEA_2 subgroup",1,1023
"IPR013990","Water stress and hypersensitive response domain",2,1023
"IPR004896","PucC-related",1,1024
"IPR026036","PucC protein",2,1024
"IPR004910","Yippee/Mis18/Cereblon",1,1025
"IPR034750","CULT domain",2,1025
"IPR034751","Yippee domain",2,1025
"IPR034752","Mis18 domain",2,1025
"IPR004923","Iron permease FTR1/Fip1/EfeU",1,1026
"IPR005217","Iron permease FTR1-like",2,1026
"IPR004925","HpaB/PvcC/4-BUDH",1,1027
"IPR012687","4-HPA 3-monooxygenase large component, Deinococcus-type",2,1027
"IPR024677","4-HPA 3-monooxygenase large component/Pyoverdin chromophore biosynthetic protein",2,1027
"IPR012688","4-hydroxyphenylacetate 3-monooxygenase oxygenase component, gammaproteobacteria",3,1027
"IPR004929","Spanin, inner membrane subunit",1,1028
"IPR016417","Spanin, inner membrane subunit, T7likevirus-type",2,1028
"IPR004937","Urea transporter",1,1029
"IPR017807","Urea transporter, bacteria",2,1029
"IPR004939","APC10/DOC domain",1,1030
"IPR037976","HERC2, APC10 domain",2,1030
"IPR047052","Zinc finger ZZ-type and EF-hand domain-containing protein 1, APC10/DOC1-like domain",2,1030
"IPR004960","Bacterial lipid A biosynthesis acyltransferase",1,1031
"IPR011920","Lipid A biosynthesis lauroyl/palmitoleoyl acyltransferase",2,1031
"IPR030857","Lipid A biosynthesis palmitoleoyltransferase, LpxP",3,1031
"IPR011921","Lipid A biosynthesis myristoyltransferase",2,1031
"IPR014548","Predicted acyltransferase",2,1031
"IPR004965","Paralemmin",1,1032
"IPR024149","Paralemmin-3",2,1032
"IPR004979","Transcription factor AP-2",1,1033
"IPR008122","Transcription factor AP-2 beta",2,1033
"IPR008123","Transcription factor AP-2 gamma",2,1033
"IPR004981","Tryptophan 2,3-dioxygenase",1,1034
"IPR017485","Tryptophan 2,3-dioxygenase, bacterial",2,1034
"IPR004991","Aerolysin-like toxin",1,1035
"IPR009208","Mosquitocidal toxin",2,1035
"IPR009209","Epsilon toxin",2,1035
"IPR011218","Insecticidal delta endotoxin",2,1035
"IPR004992","Ethanolamine utilization protein EutN/carboxysome shell vertex protein CcmL",1,1036
"IPR014076","Carboxysome shell vertex protein CsoS4A",2,1036
"IPR014077","Carboxysome shell vertex protein CsoS4B",2,1036
"IPR046387","Carboxysome shell vertex protein CcmL",2,1036
"IPR005018","DOMON domain",1,1037
"IPR015920","Cellobiose dehydrogenase, cytochrome domain",2,1037
"IPR045265","AIR12, DOMON domain",2,1037
"IPR045266","Copper-dependent monooxygenases, DOMON domain",2,1037
"IPR005019","Methyladenine glycosylase",1,1038
"IPR004597","DNA-3-methyladenine glycosylase I",2,1038
"IPR005033","YEATS",1,1039
"IPR016665","SAS complex subunit SAS5/transcription initiation factor TFIID subunit 14",2,1039
"IPR005052","Legume-like lectin",1,1040
"IPR035661","EMP46/EMP47, N-terminal lectin domain",2,1040
"IPR035664","VIP36, lectin domain",2,1040
"IPR005074","Peptidase C39, bacteriocin processing",1,1041
"IPR033838","Colicin V processing peptidase",2,1041
"IPR033839","Lacticin 481 processing peptidase",2,1041
"IPR039395","Peptidase C39-like A",2,1041
"IPR005076","Glycosyl transferase, family 6",1,1042
"IPR048174","O-antigen biosynthesis glycosyltransferase WbnI-like",2,1042
"IPR005077","Peptidase C11, clostripain",1,1043
"IPR014173","Peptidase C11, Clostripain Clostridium species",2,1043
"IPR005084","Carbohydrate binding module family 6",1,1044
"IPR006584","Cellulose binding, type IV",2,1044
"IPR041342","Carbohydrate binding module family 35",2,1044
"IPR005100","NGN domain",1,1045
"IPR039385","NGN domain, eukaryotic",2,1045
"IPR005116","Transport-associated OB, type 1",1,1046
"IPR004606","Molybdenum-pterin binding domain",2,1046
"IPR005119","LysR, substrate-binding",1,1047
"IPR037400","Malonate utilization transcriptional regulator, PBP2 domain",2,1047
"IPR037402","HTH-type transcriptional regulator YidZ, PBP2 domain",2,1047
"IPR037403","HTH-type transcriptional regulator CynR, PBP2 domain",2,1047
"IPR037404","HTH-type transcriptional activator IlvY, PBP2 domain",2,1047
"IPR037405","HTH-type transcriptional regulator GbpR, PBP2 domain",2,1047
"IPR037406","HTH-type transcriptional regulator MetR, PBP2 domain",2,1047
"IPR037408","HTH-type transcriptional regulator cbl, PBP2 domain",2,1047
"IPR037409","HTH-type transcriptional regulator XapR, PBP2 domain",2,1047
"IPR037410","HTH-type transcriptional regulator BudR, PBP2 domain",2,1047
"IPR037411","HTH-type transcriptional regulator AlsR, PBP2 domain",2,1047
"IPR037412","HTH-type transcriptional regulator IlvR, PBP2 domain",2,1047
"IPR037414","Transcriptional activator protein LysR, PBP2 domain",2,1047
"IPR037415","Octopine catabolism/uptake operon regulatory protein OccR, PBP2 domain",2,1047
"IPR037416","Nodulation protein D, PBP2",2,1047
"IPR037417","HTH-type transcriptional regulator SyrM, PBP2 domain",2,1047
"IPR037418","HTH-type transcriptional regulator TrpI, PBP2",2,1047
"IPR037420","HTH-type transcriptional activator AmpR, PBP2",2,1047
"IPR037421","HTH-type transcriptional regulator ClcR, PBP2 domain",2,1047
"IPR037422","HTH-type transcriptional regulator BlaA, PBP2 domain",2,1047
"IPR037423","HTH-type transcriptional regulator CysB, PBP2 domain",2,1047
"IPR037424","Regulatory protein NocR, PBP2 domain",2,1047
"IPR047993","LysR-type transcriptional regulator TdcA/AbgR, PBP2 domain",2,1047
"IPR048071","Transcriptional regulator CrgA-like, substrate binding domain",2,1047
"IPR005122","Uracil-DNA glycosylase-like",1,1048
"IPR005273","Uracil-DNA glycosylase family 4",2,1048
"IPR044147","Uracil DNA glycosylase family 5",2,1048
"IPR005123","Oxoglutarate/iron-dependent dioxygenase",1,1049
"IPR006620","Prolyl 4-hydroxylase, alpha subunit",2,1049
"IPR044862","Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain",3,1049
"IPR039558","Prolyl 3,4-dihydroxylase TPA1/OFD1, N-terminal domain",2,1049
"IPR044861","Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain",2,1049
"IPR005134","Uncharacterised protein family UPF0114",1,1050
"IPR016804","Uncharacterised protein family UPF0114, plant",2,1050
"IPR020761","Uncharacterised protein family UPF0114, bacteria",2,1050
"IPR005135","Endonuclease/exonuclease/phosphatase",1,1051
"IPR000300","Inositol polyphosphate-related phosphatase",2,1051
"IPR037793","OCRL1/INPP5B, INPP5c domain",3,1051
"IPR034965","Nocturnin, deadenylase domain",2,1051
"IPR034966","CCR4-NOT transcription complex subunit 6",2,1051
"IPR034967","CCR4-NOT transcription complex subunit 6-like",2,1051
"IPR005171","Cytochrome C oxidase subunit IV, prokaryotes",1,1052
"IPR011743","Caa(3)-type oxidase, subunit IV",2,1052
"IPR014210","Cytochrome o ubiquinol oxidase subunit IV",2,1052
"IPR014250","Quinol oxidase subunit IV",2,1052
"IPR014257","Cytochrome c oxidase, subunit IV bacillaceae",2,1052
"IPR005177","Bifunctional kinase-pyrophosphorylase",1,1053
"IPR026530","Phosphoenolpyruvate synthase regulatory protein",2,1053
"IPR026565","Putative pyruvate, phosphate dikinase regulatory protein",2,1053
"IPR017409","Pyruvate Pi dikinase regulator, chloroplast",3,1053
"IPR005198","Glycoside hydrolase, family 76",1,1054
"IPR014480","Mannan endo-1,6-alpha-mannosidase",2,1054
"IPR014512","Predicted O-glycosyl hydrolase",2,1054
"IPR005218","Diacylglycerol/lipid kinase",1,1055
"IPR022433","Lipid kinase YegS",2,1055
"IPR005225","Small GTP-binding protein domain",1,1056
"IPR031168","TrmE-type guanine nucleotide-binding domain",2,1056
"IPR005238","ComB-like",1,1057
"IPR027639","ComB, archaeal",2,1057
"IPR005248","Nicotinate/nicotinamide nucleotide adenylyltransferase",1,1058
"IPR045094","Nicotinamide/nicotinate mononucleotide adenylyltransferase, eukaryotic",2,1058
"IPR005251","Methylthioribose-1-phosphate isomerase",1,1059
"IPR043679","5-deoxyribose 1-phosphate isomerase",2,1059
"IPR005255","PdxA family",1,1060
"IPR037510","4-hydroxythreonine-4-phosphate dehydrogenase",2,1060
"IPR037539","4-hydroxythreonine-4-phosphate dehydrogenase, epsilonproteobacteria",2,1060
"IPR005263","4-hydroxy-tetrahydrodipicolinate synthase, DapA",1,1061
"IPR012691","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase variant",2,1061
"IPR005279","Dipeptide/tripeptide permease",1,1062
"IPR023517","Amino acid/peptide transporter family, dipeptide and tripeptide permease A",2,1062
"IPR023777","Amino acid/peptide transporter family, dipeptide permease D",2,1062
"IPR023778","Amino acid/peptide transporter family, dipeptide/tripeptide permease B",2,1062
"IPR005294","ATP synthase, F1 complex, alpha subunit",1,1063
"IPR017710","Alternate ATP synthase, F1 complex, subunit alpha",2,1063
"IPR005304","Ribosomal biogenesis, methyltransferase, EMG1/NEP1",1,1064
"IPR023503","Ribosome biogenesis methyltransferase NEP1, archaea",2,1064
"IPR005320","Peptidase S51",1,1065
"IPR011811","Peptidase S51, cyanophycinase",2,1065
"IPR023172","Peptidase S51, dipeptidase E",2,1065
"IPR005322","Peptidase C69",1,1066
"IPR047804","Peptidase C69, dipeptidase A-like",2,1066
"IPR005331","Sulfotransferase",1,1067
"IPR007669","Carbohydrate sulfotransferase Chst-1",2,1067
"IPR007734","Heparan sulphate 2-O-sulfotransferase",2,1067
"IPR010635","Heparan sulphate 6-sulfotransferase/Protein-tyrosine sulfotransferase",2,1067
"IPR018011","Carbohydrate sulfotransferase 8-10",2,1067
"IPR005358","Putative zinc- or iron-chelating domain containing protein",1,1068
"IPR008228","Uncharacterised conserved protein UCP006173",2,1068
"IPR016928","Uncharacterised conserved protein UCP029611",2,1068
"IPR005390","Neuromedin U receptor",1,1069
"IPR005391","Neuromedin U receptor, type 1",2,1069
"IPR005392","Neuromedin U receptor, type 2",2,1069
"IPR005395","Neuropeptide FF receptor family",1,1070
"IPR005396","Neuropeptide FF receptor, type 1",2,1070
"IPR005397","Neuropeptide FF receptor, type 2",2,1070
"IPR005399","Potassium channel, voltage-dependent, beta subunit, KCNAB-related",1,1071
